Dataset identifier code,Start Date,End Date,All aged 16 & over level,Total economically active level,Total in employment level,Unemployed level,Economically inactive level,Economic activity rate,Employment rate,Unemployment rate,Economic inactivity rate
Aug-Oct 2012,2012-08-01,2012-10-31,51076739.17621464,32304153.368773222,29765330.99688496,2538822.3718882604,18772585.80744142,63.24631111889105,58.27570725334409,7.859120599465734,36.75368888110896
Sep-Nov 2012,2012-09-01,2012-11-30,51106858.46044123,32408685.49978819,29871682.99975074,2537002.500037455,18698172.960653037,63.41357398219618,58.44946040436555,7.828156128251594,36.58642601780381
Oct-Dec 2012,2012-10-01,2012-12-31,51137736.74466783,32472661.085993685,29932320.588261038,2540340.497732647,18665075.658674143,63.500387684598955,58.5327441019026,7.823012998550843,36.499612315401045
Nov-Jan 2013,2012-11-01,2013-01-31,51167908.02889443,32459664.14743925,29917211.01990352,2542453.127535728,18708243.881455183,63.43754395647626,58.46870073916119,7.832653831497829,36.562456043523746
Dec-Feb 2013,2012-12-01,2013-02-28,51197654.313121006,32433758.225460716,29843242.68710112,2590515.5383595997,18763896.08766029,63.350086367430606,58.29025389441104,7.987096408476116,36.649913632569394
Jan-Mar 2013,2013-01-01,2013-03-31,51227913.5973476,32416117.944152977,29869132.293425202,2546985.6507277736,18811795.653194625,63.27823186191866,58.3063611143666,7.85715814310573,36.72176813808133
Feb-Apr 2013,2013-02-01,2013-04-30,51258722.8815742,32448301.582574826,29915534.002331406,2532767.580243419,18810421.298999377,63.3029848549717,58.3618403280294,7.805547460775418,36.69701514502831
Mar-May 2013,2013-03-01,2013-05-31,51288393.16580078,32413410.68251757,29894032.497745328,2519378.1847722493,18874982.483283214,63.19833529924448,58.28615531219008,7.772641421321008,36.80166470075552
Apr-Jun 2013,2013-04-01,2013-06-30,51319087.45002738,32496548.785506073,29973576.578968205,2522972.206537865,18822538.664521307,63.32253826054488,58.40629299606187,7.763815853771976,36.677461739455126
May-Jul 2013,2013-05-01,2013-07-31,51348255.73425398,32532523.09485992,30031488.226169754,2501034.868690163,18815732.63939406,63.356627464090764,58.48589751829877,7.687798641985201,36.64337253590923
Jun-Aug 2013,2013-06-01,2013-08-31,51382191.815946326,32574939.788961317,30061818.334561523,2513121.4543997943,18807252.026985012,63.397334052323885,58.50629813972225,7.714892093987589,36.60266594767612
Jul-Sep 2013,2013-07-01,2013-09-30,51415468.89763871,32636643.526742246,30144422.45827937,2492221.068462874,18778825.37089646,63.47631214200812,58.62909179782619,7.636266475811965,36.523687857991874
Aug-Oct 2013,2013-08-01,2013-10-31,51449427.979331054,32675473.95145586,30261437.57879695,2414036.372658915,18773954.027875192,63.5098877378825,58.81783096005261,7.387915401763766,36.4901122621175
Sep-Nov 2013,2013-09-01,2013-11-30,51482853.06102342,32690969.654988594,30340591.613144297,2350378.041844294,18791883.406034827,63.49875290757387,58.933392011474425,7.1896859183117865,36.50124709242613
Oct-Dec 2013,2013-10-01,2013-12-31,51516695.14271578,32697611.876731493,30329886.24724496,2367725.6294865315,18819083.26598429,63.46993297250509,58.87389740980592,7.241280000547897,36.53006702749491
Nov-Jan 2014,2013-11-01,2014-01-31,51550160.22440815,32719077.059528958,30368794.723341845,2350282.336187111,18831083.164879195,63.47036928129084,58.91115486574709,7.183217093535423,36.52963071870917
Dec-Feb 2014,2013-12-01,2014-02-28,51583552.30610052,32799977.178367276,30532850.151279096,2267127.0270881774,18783575.127733238,63.586115558172196,59.19105758768796,6.911977452787456,36.41388444182779
Jan-Mar 2014,2014-01-01,2014-03-31,51617003.38779287,32795706.382039245,30572831.670847565,2222874.711191677,18821297.00575363,63.53663372445067,59.23015608085041,6.777944299467954,36.46336627554935
Feb-Apr 2014,2014-02-01,2014-04-30,51650508.46948524,32854083.13654614,30681645.605941374,2172437.5306047634,18796425.332939096,63.60844086550688,59.402407672458594,6.612382155288921,36.391559134493114
Mar-May 2014,2014-03-01,2014-05-31,51684235.5511776,32908139.727576993,30784394.92209505,2123744.805481944,18776095.823600605,63.67152261542388,59.56244606077693,6.453554722518233,36.32847738457612
Apr-Jun 2014,2014-04-01,2014-06-30,51718171.63286996,32819720.05631189,30746985.13109198,2072734.9252199149,18898451.57655807,63.458778646097805,59.45102883635285,6.3155167736456255,36.5412213539022
May-Jul 2014,2014-05-01,2014-07-31,51751248.71456233,32767086.8631743,30745229.758213483,2021857.104960821,18984161.851388026,63.3165144360158,59.409638456824446,6.170390164385075,36.68348556398419
Jun-Aug 2014,2014-06-01,2014-08-31,51784157.09173065,32811920.434188172,30827781.273035336,1984139.1611528408,18972236.657542475,63.362855122011574,59.53129876851503,6.047007108689315,36.637144877988426
Jul-Sep 2014,2014-07-01,2014-09-30,51816281.468898974,32847495.327313177,30873444.26210061,1974051.065212565,18968786.141585797,63.392228072230175,59.58251612600064,6.00974608731008,36.607771927769825
Aug-Oct 2014,2014-08-01,2014-10-31,51848975.8460673,32853797.133941323,30887408.819959998,1966388.3139813235,18995178.71212598,63.364409031877244,59.57187835621015,5.9852695442312935,36.63559096812275
Sep-Nov 2014,2014-09-01,2014-11-30,51881504.22323562,32825413.861637007,30888059.880725477,1937353.980911529,19056090.36159862,63.26997328449825,59.535783210564595,5.901994074096688,36.730026715501765
Oct-Dec 2014,2014-10-01,2014-12-31,51914146.60040394,32863931.87215034,30980543.173605423,1883388.6985449197,19050214.728253603,63.304386230428044,59.67649514123837,5.730868436168306,36.69561376957196
Nov-Jan 2015,2014-11-01,2015-01-31,51945838.97757228,32910615.05275225,31038753.409067404,1871861.6436848368,19035223.924820032,63.355632906345924,59.75214573484596,5.68771395090745,36.64436709365408
Dec-Feb 2015,2014-12-01,2015-02-28,51978240.3547406,33010433.058929432,31156369.37485016,1854063.684079273,18967807.295811165,63.508177332745674,59.94117762012425,5.616599093896899,36.491822667254326
Jan-Mar 2015,2015-01-01,2015-03-31,52010497.73190893,33028450.6175587,31188435.874157187,1840014.7434015125,18982047.11435023,63.50343114923784,59.96565546232561,5.570999271831775,36.49656885076215
Feb-Apr 2015,2015-02-01,2015-04-30,52043057.10907725,32987738.032762572,31160374.01293896,1827364.019823615,19055319.07631468,63.385473231565626,59.87421904833493,5.539525074464712,36.614526768434374
Mar-May 2015,2015-03-01,2015-05-31,52075390.48624559,32950509.89684658,31087563.697951972,1862946.198894609,19124880.589399006,63.274628551368494,59.69722628611489,5.653770471918846,36.72537144863151
Apr-Jun 2015,2015-04-01,2015-06-30,52107672.8634139,33002795.754421476,31139500.39738111,1863295.3570403655,19104877.108992428,63.33576984128486,59.75991382114654,5.645871249531139,36.66423015871514
May-Jul 2015,2015-05-01,2015-07-31,52140215.24058223,33052537.117839053,31215872.00734402,1836665.110495032,19087678.122743174,63.391639189309124,59.8690892688295,5.556805227831513,36.60836081069087
Jun-Aug 2015,2015-06-01,2015-08-31,52175062.80516375,33043128.639280282,31248408.608724758,1794720.0305555258,19131934.165883467,63.33126758787536,59.89146333261742,5.431447034413194,36.66873241212464
Jul-Sep 2015,2015-07-01,2015-09-30,52210085.3697453,33137440.66763719,31361344.32852534,1776096.3391118564,19072644.702108108,63.469424409023624,60.067598255065505,5.359787308035633,36.53057559097638
Aug-Oct 2015,2015-08-01,2015-10-31,52245258.93432684,33196578.77695268,31465040.897721693,1731537.8792309908,19048680.15737416,63.539887549760884,60.225638726901074,5.216013044190994,36.4601124502391
Sep-Nov 2015,2015-09-01,2015-11-30,52279643.49890837,33245835.502681732,31542201.1031963,1703634.3994854323,19033807.99622664,63.59231486223873,60.333619344315004,5.1243542949853405,36.40768513776127
Oct-Dec 2015,2015-10-01,2015-12-31,52314597.0634899,33273866.44578193,31569273.07466432,1704593.371117606,19040730.61770797,63.60340767874059,60.34505634507957,5.122919435573121,36.39659232125942
Nov-Jan 2016,2015-11-01,2016-01-31,52349440.62807144,33272562.65643003,31570846.18469494,1701716.4717350903,19076877.971641418,63.55858297096725,60.30789595059329,5.114473716097213,36.44141702903275
Dec-Feb 2016,2015-12-01,2016-02-29,52384252.19265297,33303569.645009115,31585281.6158085,1718288.0292006184,19080682.54764386,63.575537019272424,60.295375601903544,5.159471034235279,36.42446298072758
Jan-Mar 2016,2016-01-01,2016-03-31,52419566.757234514,33307857.64122572,31602983.431382243,1704874.2098434798,19111709.116008796,63.54088692774029,60.28852466053749,5.118534575857341,36.45911307225971
Feb-Apr 2016,2016-02-01,2016-04-30,52454227.32181605,33319084.206359945,31634544.68053418,1684539.5258257631,19135143.115456104,63.52030314342716,60.30885649396873,5.055779790923,36.47969685657284
Mar-May 2016,2016-03-01,2016-05-31,52489030.886397585,33410169.020269893,31743396.91859945,1666772.101670445,19078861.866127692,63.65171628445528,60.47624881339861,4.988816730197375,36.348283715544724
Apr-Jun 2016,2016-04-01,2016-06-30,52523684.45097913,33441308.839986224,31778491.907723986,1662816.9322622332,19082375.6109929,63.66900797143682,60.503165838228966,4.972344055726612,36.330992028563166
May-Jul 2016,2016-05-01,2016-07-31,52558828.01556066,33466202.74301981,31811025.73124134,1655177.0117784704,19092625.272540845,63.673799448328175,60.524610103222464,4.945816603360229,36.32620055167183
Jun-Aug 2016,2016-06-01,2016-08-31,52582287.61062839,33531610.087438293,31842911.687301785,1688698.4001365101,19050677.523190096,63.76978182413766,60.55824714797197,5.036138723231591,36.23021817586234
Jul-Sep 2016,2016-07-01,2016-09-30,52605729.20569612,33480863.704975564,31842561.367568262,1638302.3374072975,19124865.50072056,63.64489991966554,60.53059590345982,4.89324992283228,36.35510008033446
Aug-Oct 2016,2016-08-01,2016-10-31,52628664.800763845,33460609.181996718,31826229.687477134,1634379.494519588,19168055.618767127,63.57867771996199,60.473184732999755,4.884488162274572,36.42132228003801
Sep-Nov 2016,2016-09-01,2016-11-30,52652426.39583157,33463008.823026206,31839799.91428851,1623208.9087376927,19189417.572805367,63.554542712727546,60.47166691791668,4.850756001417146,36.44545728727246
Oct-Dec 2016,2016-10-01,2016-12-31,52676372.99089931,33484556.6097624,31877339.96429272,1607216.6454696804,19191816.381136905,63.566556899328276,60.515442036603474,4.799874354618443,36.43344310067172
Nov-Jan 2017,2016-11-01,2017-01-31,52699460.585967034,33475081.145871114,31879644.140438613,1595437.005432501,19224379.44009592,63.52072824590724,60.49330256129342,4.766043728109933,36.479271754092764
Dec-Feb 2017,2016-12-01,2017-02-28,52723001.18103477,33465310.70366989,31892231.87848652,1573078.825183362,19257690.47736488,63.47383486148708,60.49016779029381,4.700625191000705,36.52616513851292
Jan-Mar 2017,2017-01-01,2017-03-31,52746164.7761025,33528843.064390067,31978289.34260153,1550553.721788537,19217321.711712427,63.566409437944294,60.6267573734381,4.624536906360874,36.4335905620557
Feb-Apr 2017,2017-02-01,2017-04-30,52770049.37117023,33531276.587060057,31987951.449232247,1543325.1378278092,19238772.784110174,63.54224979251041,60.617626533258786,4.602643546304433,36.45775020748959
Mar-May 2017,2017-03-01,2017-05-31,52793882.966237955,33555742.521497265,32042738.77573473,1513003.7457625305,19238140.44474069,63.559906254587084,60.694036837991774,4.508926437235697,36.44009374541291
Apr-Jun 2017,2017-04-01,2017-06-30,52816846.56130569,33606466.40939906,32097543.306446392,1508923.1029526656,19210380.151906624,63.62830914259769,60.77141176762619,4.489978460010451,36.37169085740231
May-Jul 2017,2017-05-01,2017-07-31,52840298.15637342,33647131.20850677,32165505.01867261,1481626.1898341547,19193166.94786665,63.67702753858963,60.873057384126284,4.403425007180301,36.322972461410366
Jun-Aug 2017,2017-06-01,2017-08-31,52863211.139921606,33612193.670897745,32134880.553271957,1477313.117625781,19251017.46902386,63.583336967425076,60.78874109296042,4.395170193562448,36.416663032574924
Jul-Sep 2017,2017-07-01,2017-09-30,52886406.12346978,33547127.15867705,32092694.004826196,1454433.1538508558,19339278.96479273,63.432419817593924,60.68231206692677,4.335492416299687,36.567580182406076
Aug-Oct 2017,2017-08-01,2017-10-31,52909090.107017964,33570510.66318865,32122507.17976701,1448003.4834216377,19338579.443829317,63.449419741081115,60.7126433563563,4.313319800075097,36.55058025891889
Sep-Nov 2017,2017-09-01,2017-11-30,52931966.09056615,33703258.39444126,32239584.176229857,1463674.2182113999,19228707.69612489,63.672787700300546,60.907588660259094,4.342827037912769,36.327212299699454
Oct-Dec 2017,2017-10-01,2017-12-31,52954793.07411434,33668637.463066176,32178986.195945743,1489651.267120426,19286155.611048162,63.57996228206256,60.76690008194113,4.424447733456822,36.42003771793744
Nov-Jan 2018,2017-11-01,2018-01-31,52977025.0576625,33742839.943184026,32265071.9686481,1477767.9745359316,19234185.11447848,63.69334613722996,60.903895478331194,4.379500886778314,36.30665386277005
Dec-Feb 2018,2017-12-01,2018-02-28,53000257.04121068,33732695.891579956,32286231.541627884,1446464.3499520728,19267561.149630725,63.64628734791019,60.9171225651293,4.28801882482546,36.353712652089804
Jan-Mar 2018,2018-01-01,2018-03-31,53022784.02475887,33809306.966162525,32364259.000041544,1445047.966120974,19213477.058596343,63.763734002302385,61.038399992216796,4.274112946376647,36.23626599769762
Feb-Apr 2018,2018-02-01,2018-04-30,53045818.00830705,33853082.11361912,32408829.12886058,1444252.9847585442,19192735.89468793,63.81856927593742,61.09591735164743,4.266237797525444,36.18143072406258
Mar-May 2018,2018-03-01,2018-05-31,53069348.991855234,33849813.939279355,32413229.38521658,1436584.5540627753,19219535.05257588,63.7841137724799,61.07711890377846,4.243995422367037,36.21588622752011
Apr-Jun 2018,2018-04-01,2018-06-30,53091549.97540341,33794700.985390544,32403445.6111821,1391255.3742084394,19296848.990012873,63.653634149025905,61.03315052243563,4.116785571826422,36.3463658509741
May-Jul 2018,2018-05-01,2018-07-31,53114648.9589516,33810384.51800921,32423238.899848133,1387145.6181610762,19304264.44094239,63.655479572384564,61.04387308462806,4.102720622482742,36.344520427615436
Jun-Aug 2018,2018-06-01,2018-08-31,53141356.24110026,33819605.414945416,32427119.85331106,1392485.5616343496,19321750.826154843,63.640839841398076,61.02049730569631,4.117391508710472,36.35916015860193
Jul-Sep 2018,2018-07-01,2018-09-30,53168375.52324891,33855855.915641926,32448405.812577598,1407450.1030643338,19312519.607606985,63.67667919595886,61.02952270638568,4.157183639283124,36.32332080404113
Aug-Oct 2018,2018-08-01,2018-10-31,53195508.80539757,33915126.20413768,32510956.405211654,1404169.7989260282,19280382.601259887,63.75561953586658,61.11597977969312,4.140246421240555,36.244380464133414
Sep-Nov 2018,2018-09-01,2018-11-30,53222514.08754623,33963380.0753255,32562339.272496566,1401040.8028289299,19259134.012220733,63.813934117164784,61.181512806656336,4.125151265043819,36.186065882835216
Oct-Dec 2018,2018-10-01,2018-12-31,53249680.36969487,34013174.787468396,32618379.374894254,1394795.4125741443,19236505.582226474,63.874890048778134,61.25554021814903,4.10075043358797,36.12510995122186
Nov-Jan 2019,2018-11-01,2019-01-31,53276917.65184354,34106639.558635734,32735930.414915513,1370709.1437202257,19170278.093207806,64.01766667793616,61.44486553978176,4.018892395903497,35.98233332206383
Dec-Feb 2019,2018-12-01,2019-02-28,53303815.93399219,34119499.91082526,32744128.442298282,1375371.46852698,19184316.02316693,64.00948846340854,61.42923891761591,4.031042284094584,35.99051153659145
Jan-Mar 2019,2019-01-01,2019-03-31,53330477.21614085,34052121.3432055,32721046.98008286,1331074.363122637,19278355.87293535,63.85114688773004,61.3552487960479,3.9089322797454127,36.148853112269954
Feb-Apr 2019,2019-02-01,2019-04-30,53357888.49828951,34109504.938697316,32771570.35470164,1337934.5839956729,19248383.559592195,63.92588968319232,61.418416802142,3.922468491994391,36.074110316807676
Mar-May 2019,2019-03-01,2019-05-31,53384997.780438155,34101733.45404775,32775474.269628525,1326259.1844192222,19283264.32639041,63.87887022923814,61.39454084914925,3.88912541999181,36.121129770761875
Apr-Jun 2019,2019-04-01,2019-06-30,53411914.062586814,34202592.63643439,32838889.10009433,1363703.5363400707,19209321.42615242,64.03551199523875,61.48232969448445,3.9871349837011545,35.96448800476125
May-Jul 2019,2019-05-01,2019-07-31,53439072.34473547,34134673.50609164,32805829.137577116,1328844.368514524,19304398.83864383,63.87587210700225,61.38921897061892,3.8929458876393817,36.12412789299774
Jun-Aug 2019,2019-06-01,2019-08-31,53459102.491246656,34068817.77045885,32719866.665046345,1348951.1054125032,19390284.72078781,63.728749984228116,61.20541711377191,3.9594890392180906,36.271250015771884
Jul-Sep 2019,2019-07-01,2019-09-30,53478638.63775784,34119820.259078085,32778692.080618687,1341128.1784593952,19358818.378679752,63.8008392288959,61.293056284861656,3.9306425657461315,36.1991607711041
Aug-Oct 2019,2019-08-01,2019-10-31,53498216.78426902,34141464.016687036,32825161.590042867,1316302.4266441711,19356752.767581984,63.81794771657926,61.357487339082674,3.8554363866787114,36.18205228342074
Sep-Nov 2019,2019-09-01,2019-11-30,53517725.93078022,34265290.056413904,32923054.718077075,1342235.338336826,19252435.874366313,64.0260576481381,61.51803752024091,3.91718656438334,35.97394235186188
Oct-Dec 2019,2019-10-01,2019-12-31,53537866.07729139,34279981.882792115,32954046.06377982,1325935.819012292,19257884.194499277,64.02941393536845,61.55278213032401,3.8679595092723367,35.97058606463154
Nov-Jan 2020,2019-11-01,2020-01-31,53557537.22380258,34383448.33864597,33003797.83642692,1379650.502219044,19174088.88515661,64.19908405229083,61.623068474028045,4.012542571736058,35.800915947709164
Dec-Feb 2020,2019-12-01,2020-02-29,53577607.37031376,34490955.41477009,33090173.43066628,1400781.9841038072,19086651.955543675,64.37569183778223,61.761200349907476,4.061302353787362,35.624308162217766
Jan-Mar 2020,2020-01-01,2020-03-31,53558904.516824946,34412259.76051308,32999837.726564106,1412422.033948972,19146644.756311864,64.25123902544132,61.61410137916015,4.104415239738714,35.74876097455868
Feb-Apr 2020,2020-02-01,2020-04-30,53533228.66333611,34214423.263144836,32793096.818656716,1421326.4444881163,19318805.40019128,63.91249718621519,61.25746127678655,4.154173324964807,36.087502813784816
Mar-May 2020,2020-03-01,2020-05-31,53529030.80984731,34131337.63223975,32690661.675259575,1440675.9569801716,19397693.177607555,63.76229331236253,61.07090149154304,4.220977133985335,36.23770668763746
Apr-Jun 2020,2020-04-01,2020-06-30,53538675.95635849,34005469.957433656,32570744.582722265,1434725.3747113876,19533205.998924833,63.51570962485674,60.83591721482237,4.219101740123883,36.484290375143246
May-Jul 2020,2020-05-01,2020-07-31,53601962.102869675,34071255.41955552,32557447.585428182,1513807.8341273365,19530706.683314156,63.5634482076757,60.73928324292659,4.443064440937718,36.43655179232431
Jun-Aug 2020,2020-06-01,2020-08-31,53647810.150936976,34063162.13353853,32475671.19083512,1587490.942703415,19584648.017398443,63.494040181141685,60.534942804683936,4.660433275336978,36.505959818858315
Jul-Sep 2020,2020-07-01,2020-09-30,53677163.199004285,34051992.7500727,32353993.76094998,1697998.9891227186,19625170.448931582,63.438510384439184,60.27515582557863,4.986489341711414,36.561489615560816
Aug-Oct 2020,2020-08-01,2020-10-31,53699497.247071594,34096612.39456648,32335266.891900677,1761345.5026657959,19602884.852505118,63.49521716690909,60.21521345558598,5.165749260611233,36.50478283309091
Sep-Nov 2020,2020-09-01,2020-11-30,53704665.295138896,34126154.831688054,32338613.491386343,1787541.34030171,19578510.463450845,63.5441160356268,60.21565037909935,5.23803912019375,36.45588396437321
Oct-Dec 2020,2020-10-01,2020-12-31,53711966.343206204,34012750.718134955,32197965.732435003,1814784.9856999547,19699215.62507125,63.324344710826395,59.94560974866931,5.335601935695091,36.6756552891736
Nov-Jan 2021,2020-11-01,2021-01-31,53713672.39127351,33955150.961951144,32170466.2153244,1784684.7466267352,19758521.42932237,63.21509859651228,59.892509268368165,5.256005925659365,36.78490140348772
Dec-Feb 2021,2020-12-01,2021-02-28,53734954.43934082,33976997.39253597,32218137.311327443,1758860.0812085222,19757957.046804853,63.23071778332148,59.95750372822437,5.176620114156723,36.76928221667852
Jan-Mar 2021,2021-01-01,2021-03-31,53749650.487408124,33938659.84065095,32220976.956143875,1717682.884507077,19810990.64675717,63.14210331209824,59.94639344434853,5.061139398467572,36.85789668790176
Feb-Apr 2021,2021-02-01,2021-04-30,53768686.53547544,33936839.435924426,32236308.34603796,1700531.0898864623,19831847.099551015,63.116363115051385,59.95368386908453,5.01087054113335,36.88363688494861
Mar-May 2021,2021-03-01,2021-05-31,53803782.58354274,33950747.79086831,32259596.50844997,1691151.282418341,19853034.79267443,63.101042641661806,59.95785976266544,4.9811900840464185,36.898957358338194
Apr-Jun 2021,2021-04-01,2021-06-30,53830392.631610036,34023547.0857122,32376948.51854177,1646598.5671704356,19806845.545897834,63.2050880968924,60.146223974464434,4.8395852525967396,36.79491190310759
May-Jul 2021,2021-05-01,2021-07-31,53912776.67967735,34093368.60567973,32489468.413986504,1603900.1916932245,19819408.073997624,63.23801277801996,60.263021893720314,4.70443449060069,36.76198722198004
Jun-Aug 2021,2021-06-01,2021-08-31,53970881.59691817,34136430.74933079,32577076.1821041,1559354.5672266902,19834450.847587384,63.24971862471862,60.360467011464024,4.568007061655853,36.75028137528138
Jul-Sep 2021,2021-07-01,2021-09-30,54012831.514158994,34188375.93353765,32687486.092751186,1500889.8407864617,19824455.580621343,63.296766666593776,60.51800132748539,4.3900589010258875,36.703233333406224
Aug-Oct 2021,2021-08-01,2021-10-31,54051641.4313998,34159614.75709725,32686196.66117037,1473418.095926884,19892026.67430255,63.198108054593085,60.47216290860361,4.313333468202407,36.801891945406915
Sep-Nov 2021,2021-09-01,2021-11-30,54059479.34864062,34106077.564879626,32672655.105072513,1433422.4598071135,19953401.783760995,63.08991128997482,60.43834587151661,4.202835864312832,36.91008871002518
Oct-Dec 2021,2021-10-01,2021-12-31,54069957.26588144,34110965.08885865,32686457.874989584,1424507.213869069,19958992.177022792,63.086724705778394,60.452161473438025,4.176097657038565,36.913275294221606
Nov-Jan 2022,2021-11-01,2022-01-31,54083440.18312225,34056063.84477161,32656934.368439727,1399129.4763318854,20027376.33835064,62.969485168584825,60.382502033646404,4.108312348453282,37.030514831415175
Dec-Feb 2022,2021-12-01,2022-02-28,54121161.100363076,34052472.3325204,32701192.84023999,1351279.492280417,20068688.76784267,62.91896116081656,60.42219378774675,3.968227267275197,37.081038839183435
Jan-Mar 2022,2022-01-01,2022-03-31,54167657.01760389,34087760.10712328,32774623.6823072,1313136.4248160832,20079896.910480607,62.93009885224523,60.50589131380707,3.8522226766717904,37.06990114775476
Feb-Apr 2022,2022-02-01,2022-04-30,54201585.93484472,34212084.07981573,32857183.785200432,1354900.2946152904,19989501.855028983,63.12007940310418,60.62033650583174,3.9602974535382,36.879920596895815
Mar-May 2022,2022-03-01,2022-05-31,54251021.852085516,34362282.944362335,33020760.136879906,1341522.8074824351,19888738.90772318,63.33942066206699,60.8666141384589,3.9040561119136377,36.660579337933
Apr-Jun 2022,2022-04-01,2022-06-30,54292333.769326344,34308556.55160909,32957882.609964505,1350673.9416445838,19983777.217717253,63.192267065506904,60.7044868433797,3.936842809498019,36.8077329344931
May-Jul 2022,2022-05-01,2022-07-31,54390326.68656715,34202006.31353376,32920197.864500284,1281808.4490334764,20188320.37303339,62.882516794995965,60.52583220212691,3.747758062152815,37.117483205004035
Jun-Aug 2022,2022-06-01,2022-08-31,54428784.343283564,34175443.32751036,32929161.680980314,1246281.6465300391,20253341.01577321,62.78928280294682,60.49953545406297,3.646716838715635,37.21071719705319
Jul-Sep 2022,2022-07-01,2022-09-30,54453324.99999999,34199072.06221393,32915867.68014048,1283204.3820734492,20254252.937786065,62.80437799200311,60.44785636164638,3.7521614029149157,37.195622007996874
Aug-Oct 2022,2022-08-01,2022-10-31,54486005.0,34273015.732122526,32951175.218337636,1321840.5137848938,20212989.267877474,62.90242004735441,60.476401634397014,3.8567966242491853,37.097579952645596
Sep-Nov 2022,2022-09-01,2022-11-30,54517932.99999999,34383707.74793404,33076041.79373298,1307665.9542010673,20134225.25206595,63.06861954567141,60.670021722454116,3.8031557381406573,36.931380454328576
Oct-Dec 2022,2022-10-01,2022-12-31,54550454.0,34399593.391957514,33066998.467332862,1332594.9246246517,20150860.60804249,63.060141336234366,60.61727454611626,3.873868244431654,36.93985866376564
Nov-Jan 2023,2022-11-01,2023-01-31,54583648.0,34413926.47548437,33099434.59521031,1314491.8802740667,20169721.52451563,63.04805145212056,60.639835936231876,3.8196509811528716,36.95194854787945
Dec-Feb 2023,2022-12-01,2023-02-28,54615581.0,34521744.89960418,33175551.150607992,1346193.7489961905,20093836.100395817,63.20860140552964,60.74374847464864,3.8995530292897382,36.79139859447035
Jan-Mar 2023,2023-01-01,2023-03-31,54647487.0,34583676.1572275,33200617.4840371,1383058.6731903972,20063810.842772502,63.28502563572137,60.754152307199604,3.999166158341896,36.71497436427864
Feb-Apr 2023,2023-02-01,2023-04-30,54680397.0,34678720.791572586,33325667.59716491,1353053.1944076773,20001676.20842741,63.42075532401966,60.94627951798688,3.9016813870957088,36.579244675980334
Mar-May 2023,2023-03-01,2023-05-31,54712752.99999999,34705626.89886685,33310556.782075748,1395070.1167910984,20007126.101133145,63.43242662065798,60.88261868686401,4.01972314419322,36.56757337934201
Apr-Jun 2023,2023-04-01,2023-06-30,54745049.0,34623248.69354135,33162821.434882224,1460427.2586591234,20121800.306458652,63.24452955287582,60.576841268115814,4.218053804210328,36.75547044712418
May-Jul 2023,2023-05-01,2023-07-31,54777443.99999999,34578407.11143872,33082006.65421486,1496400.4572238638,20199036.88856127,63.12526577807961,60.39348359192309,4.327557519932277,36.87473422192038
Jun-Aug 2023,2023-06-01,2023-08-31,54810516.0,34480229.80074416,33027892.868683748,1452336.9320604214,20330286.19925584,62.908055455533685,60.25831405908265,4.21208599958077,37.09194454446632
Jul-Sep 2023,2023-07-01,2023-09-30,54843928.00000001,34508849.87676871,33102185.803718034,1406664.0730506661,20335078.1232313,62.92191521506029,60.35706597039883,4.0762415382543065,37.07808478493973
Aug-Oct 2023,2023-08-01,2023-10-31,54877415.0,34562498.930565916,33195699.01136957,1366799.9191963444,20314916.069434084,62.98128097062501,60.49063902038675,3.9545749337805907,37.018719029374985
Sep-Nov 2023,2023-09-01,2023-11-30,54910241.0,34491442.00128607,33136212.169415653,1355229.8318704152,20418798.99871393,62.81422440175789,60.34614229687255,3.9291770747650485,37.1857755982421
Oct-Dec 2023,2023-10-01,2023-12-31,54943481.0,34494348.39548005,33174381.3381513,1319967.0573287522,20449132.604519945,62.781512506424654,60.3791036431625,3.826618326559586,37.21848749357534
Nov-Jan 2024,2023-11-01,2024-01-31,54977470.99999999,34479300.42620741,33106562.48480536,1372737.9414020493,20498170.573792584,62.71532647656238,60.21841653066464,3.9813393091892415,37.2846735234376
Dec-Feb 2024,2023-12-01,2024-02-29,55010042.00000001,34420278.34318325,32980161.130869344,1440117.2123139007,20589763.65681676,62.57089995165474,59.95298300421103,4.183920879300816,37.429100048345276
Jan-Mar 2024,2024-01-01,2024-03-31,55043029.0,34483212.22457172,32996864.785134993,1486347.4394367253,20559816.77542828,62.64773732668621,59.94740003340839,4.310350873801711,37.35226267331378
Feb-Apr 2024,2024-02-01,2024-04-30,55076812.0,34477466.720540866,32967067.910872966,1510398.8096679072,20599345.279459134,62.598878672463584,59.856528934305366,4.3808288523937495,37.401121327536416
Mar-May 2024,2024-03-01,2024-05-31,55109942.00000001,34526695.61658932,32998858.403031953,1527837.2135573654,20583246.383410685,62.65057512960062,59.87823105136266,4.425089590164177,37.3494248703994
Apr-Jun 2024,2024-04-01,2024-06-30,55143118.0,34528978.993964754,33093586.292802013,1435392.7011627431,20614139.006035242,62.61702320489885,60.0139917601359,4.157066739255836,37.38297679510114
